Дата;Товар;Группа;Выручка;Количество
30.06.2008;Грунтовка вд полимерная ESCARO AQUASTOP, 10 л, шт;Грунтовка;500491,3;4144
30.06.2008;Грунтовка вд полимерная ESКARO AQUASTOP Prof 3 л, шт;Грунтовка;164167,89;1489
30.06.2008;Доска паркетная TARKETT T-Lock 2272х192х14 ясень коньяк, шт;Напольные покрытия;61515,95;120
30.06.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 береза дымчатая, шт;Напольные покрытия;67970;120
30.06.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 дуб красный премиум, шт;Напольные покрытия;21634,89;30
30.06.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 кемпас, шт;Напольные покрытия;18339,58;24
30.06.2008;Затирка для швов цем. CERESIT CE 33 натура, 2 кг, шт;Сухие смеси;2784,6;5
30.06.2008;Затирка для швов цем. MAPEI Ultracolor Plus 120 черная, 2 кг, шт;Сухие смеси;5445,96;6
30.06.2008;Затирка для швов цем. MAPEI Ultracolor Plus 161 лилово-розовая, 2 кг, шт;Сухие смеси;5743,92;3
30.06.2008;Клей цем. LITOKOL K80 плиточный, эластичный, 25 кг, шт;Сухие смеси;3076,32;8
30.06.2008;Клей цем. ГЛИМС-93fix плиточный, универсальный, 25 кг, шт.;Сухие смеси;2081,04;4
30.06.2008;Клей цем. ГЛИМС-96 плиточный, водостойкий, 5 кг, шт.;Сухие смеси;6155,24;12
30.06.2008;Клей цем. ГЛИМС-96w. (белый) плиточный, водостойкий, 25 кг, шт.;Сухие смеси;1560,78;3
30.06.2008;Клей цем. ГЛИМС-Strong монтажный, фасадный, 25 кг, шт.;Сухие смеси;2500,94;1
30.06.2008;Клей цем. ФАРВЕСТ "Строитель" С2Т-07 плиточный, 5 кг, шт.;Сухие смеси;2640,3;9
30.06.2008;Ламинат ABERHOF Antique 32 кл 1292х192х8 дуб атлантик, шт;Напольные покрытия;4881,46;9
30.06.2008;Ламинат TARKETT Select 33 кл 1292х192х8.1 венге, шт;Напольные покрытия;53483,1;90
30.06.2008;Покрытие напольное пробковое ABERHOF Cork Зебрано 910х300х10.5, шт;Напольные покрытия;4737,82;6
30.06.2008;Покрытие напольное пробковое ABERHOF Cork Рустико Карамель 910х300х10.5, шт;Напольные покрытия;18339,58;24
30.06.2008;Покрытие напольное пробковое ABERHOF Cork Сэнд 910х300х10.5, шт;Напольные покрытия;11357;13
30.06.2008;Стяжка цем. ФАРВЕСТ "Ровнитель" СХ-22, 25 кг, шт.;Сухие смеси;1740,96;6
30.06.2008;Шпат. смесь гипс. ГЛИМС-70 базовая, 25 кг, шт.;Сухие смеси;2857,92;6
30.06.2008;Шпат. смесь цем. ФАРВЕСТ "Универсальная" CMEO-02, 20 кг, шт.;Сухие смеси;3025,1;5
30.06.2008;Шпат. смесь цем. ФАРВЕСТ "Универсальная" CMEO-02, 3 кг, шт.;Сухие смеси;1815,06;3
07.07.2008;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;111073,05;842
07.07.2008;Грунтовка BECKERS Metallprimer GRA серая, 1 л, шт;Грунтовка;145802,02;1465
07.07.2008;Грунтовка BECKERS Metallprimer GRA серая, 3 л, шт;Грунтовка;245651,98;2330
07.07.2008;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;202780,84;1844
07.07.2008;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;71826,3;530
07.07.2008;Грунтовка вд ОПТИМИСТ укрывающая, для нар/внутр. работ, 7л, шт;Грунтовка;87805,14;1020
07.07.2008;Грунтовка вд полимерная ESCARO AQUASTOP, 10 л, шт;Грунтовка;1013993,06;7926
07.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;5916,1;48
07.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP Prof 3 л, шт;Грунтовка;912459,98;8237
07.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;47300,58;481
07.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;431797,19;4064
07.07.2008;Доска паркетная ABERHOF Munchen Uniclic 1820х145х14 дуб натуральный, шт;Напольные покрытия;6566,62;12
07.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 береза дымчатая, шт;Напольные покрытия;16992,49;30
07.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 бук натуральный, шт;Напольные покрытия;63937,5;90
07.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 дуб красный премиум, шт;Напольные покрытия;27170,49;42
07.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 дуб натуральный, шт;Напольные покрытия;10886,43;18
07.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 ясень натуральный, шт;Напольные покрытия;4728,98;6
07.07.2008;Затирка для швов цем. CERESIT CE 33 киви, 2 кг, шт;Сухие смеси;970,84;1
07.07.2008;Затирка для швов цем. CERESIT CE 33 кирпич, 2 кг, шт;Сухие смеси;492,08;1
07.07.2008;Затирка для швов цем. CERESIT CE 33 манхеттен, 2 кг, шт;Сухие смеси;3156,43;4
07.07.2008;Затирка для швов цем. CERESIT CE 33 мята, 2 кг, шт;Сухие смеси;1850,16;2
07.07.2008;Затирка для швов цем. CERESIT CE 33 натура, 2 кг, шт;Сухие смеси;2341,56;3
07.07.2008;Затирка для швов цем. CERESIT CE 33 роса, 2 кг, шт;Сухие смеси;499,2;1
07.07.2008;Затирка для швов цем. MAPEI Ultracolor Plus 114 антрацит, 2 кг, шт;Сухие смеси;3885,44;4
07.07.2008;Затирка для швов цем. MAPEI Ultracolor Plus 144 шоколад, 2 кг, шт;Сухие смеси;2946,58;2
07.07.2008;Затирка для швов цем. MAPEI Ultracolor Plus 161 лилово-розовая, 2 кг, шт;Сухие смеси;3395,08;2
07.07.2008;Клей цем. CERESIT CM 11 плиточный, 25 кг, шт;Сухие смеси;5907,72;14
07.07.2008;Клей цем. ГЛИМС-93fix плиточный, универсальный, 25 кг, шт.;Сухие смеси;610,74;1
07.07.2008;Клей цем. КРЕПС "Супер" плиточный для керамогранита и камня, 25 кг, шт.;Сухие смеси;2904,72;4
07.07.2008;Клей цем. КРЕПС "Усиленный" плиточный для керамогранита, 25 кг, шт.;Сухие смеси;2518,33;8
07.07.2008;Клей цем. ФАРВЕСТ "Профессионал" С2ТЕ-08 для керамогранита, 25 кг, шт.;Сухие смеси;2025,32;3
07.07.2008;Клей цем. ФАРВЕСТ "Стандарт" С1Т-12 плиточный, 25 кг, шт.;Сухие смеси;3781,7;5
07.07.2008;Клей цем. ФАРВЕСТ "Строитель" С2Т-07 плиточный, 5 кг, шт.;Сухие смеси;2518,31;8
07.07.2008;Ламинат ABERHOF Antique 32 кл 1292х192х8 дуб атлантик, шт;Напольные покрытия;52617,42;99
07.07.2008;Ламинат ABERHOF Antique 32 кл 1292х192х8 дуб симфония, шт;Напольные покрытия;58820,86;108
07.07.2008;Ламинат ABERHOF City 33 кл 1292х192х8 Калькутта, шт;Напольные покрытия;4751,98;9
07.07.2008;Ламинат TARKETT Select 33 кл 1292х192х8.1 дуб шато, шт;Напольные покрытия;57282,75;78
07.07.2008;Ламинат TARKETT Villa 32 кл 1292х192х8 бук, шт;Напольные покрытия;5097,6;9
07.07.2008;Ламинат TARKETT Villa 32 кл 1292х192х8 клен канадский, шт;Напольные покрытия;48470,02;66
07.07.2008;Наливной пол цем. ГЛИМС-S3Х, 25 кг, шт.;Сухие смеси;3386,21;8
07.07.2008;Наливной пол цем. ГЛИМС-S3Х, 40 кг, шт.;Сухие смеси;5508,1;19
07.07.2008;Наливной пол цем. СТАРАТЕЛИ Толстый 30-80 мм, 25 кг, шт;Сухие смеси;1448,88;2
07.07.2008;Наливной пол цем. СТАРАТЕЛИ быстротвердеющий, 25 кг, шт;Сухие смеси;815,36;2
07.07.2008;Покрытие напольное пробковое ABERHOF Cork Рустико Карамель 910х300х10.5, шт;Напольные покрытия;17625,46;24
07.07.2008;Покрытие напольное пробковое ABERHOF Cork Сэнд Крем 910х300х10.5, шт;Напольные покрытия;18587,49;24
07.07.2008;Стяжка цем. CERESIT CN 178 3-25 мм, 25 кг, шт;Сухие смеси;1350,21;2
07.07.2008;Стяжка цем. ФАРВЕСТ "Ровнитель" СХ-22, 25 кг, шт.;Сухие смеси;3485,51;11
07.07.2008;Шпат. смесь гипс DOGANER Saten Perdah Alcisi финишная, 30 кг, шт;Сухие смеси;1178,58;3
07.07.2008;Шпат. смесь гипс. Гипс-ГЛИМС финишная, 2.5 кг, шт.;Сухие смеси;4016,48;8
07.07.2008;Шпат. смесь цем. КРЕПС ВЛ финишная, белая, 20 кг, шт.;Сухие смеси;2036,58;7
07.07.2008;Шпат. смесь цем. ФАРВЕСТ "Универсальная" CMEO-02, 20 кг, шт.;Сухие смеси;11140,51;15
07.07.2008;Штук. смесь гипс. КНАУФ-Гольдбанд, 30 кг, шт.;Сухие смеси;3888,3;5
07.07.2008;Штук. смесь цем. КНАУФ-Унтерпутц УП 210 фасадная, 25 кг, шт.;Сухие смеси;7929,71;9
14.07.2008;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;38233,69;272
14.07.2008;Грунтовка BECKERS Metallprimer GRA серая, 1 л, шт;Грунтовка;20666,66;194
14.07.2008;Грунтовка BECKERS Metallprimer GRA серая, 3 л, шт;Грунтовка;526622,81;5412
14.07.2008;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;237180,02;2109
14.07.2008;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;229573,46;1769
14.07.2008;Грунтовка вд ОПТИМИСТ укрывающая, для нар/внутр. работ, 7л, шт;Грунтовка;60163,76;686
14.07.2008;Грунтовка вд полимерная ESCARO AQUASTOP, 10 л, шт;Грунтовка;593249,25;4556
14.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP Prof 3 л, шт;Грунтовка;1450545,93;13287
14.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;56404,78;540
14.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;231575,64;2124
14.07.2008;Доска паркетная ABERHOF Munchen Uniclic 1820х145х14 дуб красный, шт;Напольные покрытия;52702,38;90
14.07.2008;Доска паркетная ABERHOF Munchen Uniclic 1820х145х14 дуб натуральный, шт;Напольные покрытия;26266,45;48
14.07.2008;Доска паркетная ABERHOF Munchen Uniclic 2525х190х14 ироко натуральный, шт;Напольные покрытия;8755,18;12
14.07.2008;Доска паркетная TARKETT T-Lock 2272х192х14 кемпас, шт;Напольные покрытия;793,44;2
14.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 береза дымчатая, шт;Напольные покрытия;30844,56;42
14.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 бук дымчатый, шт;Напольные покрытия;4406,37;6
14.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 дуб красный премиум, шт;Напольные покрытия;9250,45;12
14.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 ясень натуральный, шт;Напольные покрытия;62783,4;84
14.07.2008;Затирка для швов цем. CERESIT CE 33 киви, 2 кг, шт;Сухие смеси;2080,52;2
14.07.2008;Затирка для швов цем. CERESIT CE 33 натура, 2 кг, шт;Сухие смеси;1870,44;3
14.07.2008;Клей цем. ФАРВЕСТ "Профессионал" С2ТЕ-08 для керамогранита, 25 кг, шт.;Сухие смеси;6423,3;9
14.07.2008;Клей цем. ФАРВЕСТ "Стандарт" С1Т-12 плиточный, 25 кг, шт.;Сухие смеси;1597,96;2
14.07.2008;Ламинат ABERHOF Antique 32 кл 1292х192х8 дуб атлантик, шт;Напольные покрытия;68342,5;117
14.07.2008;Ламинат ABERHOF Antique 32 кл 1292х192х8 дуб кантри, шт;Напольные покрытия;14255,95;27
14.07.2008;Ламинат ABERHOF City 33 кл 1292х192х8 Калькутта, шт;Напольные покрытия;19007,93;36
14.07.2008;Ламинат TARKETT Select 33 кл 1292х192х8.1 бук каньон, шт;Напольные покрытия;11577,67;18
14.07.2008;Ламинат TARKETT Select 33 кл 1292х192х8.1 дуб шато, шт;Напольные покрытия;17625,46;24
14.07.2008;Ламинат TARKETT Select 33 кл 1292х192х8.1 клен туманный, шт;Напольные покрытия;9457,98;12
14.07.2008;Ламинат TARKETT Villa 32 кл 1292х192х8 бук, шт;Напольные покрытия;34646,34;63
14.07.2008;Ламинат TARKETT Villa 32 кл 1292х192х8 клен канадский, шт;Напольные покрытия;39276,04;48
14.07.2008;Линолеум IVC Avanti Tango 983 3м, кв.м;Напольные покрытия;1084,8;2
14.07.2008;Наливной пол цем. КРЕПС "СЛ-пол", 25 кг, шт.;Сухие смеси;28782;6
14.07.2008;Наливной пол цем. СТАРАТЕЛИ быстротвердеющий, 25 кг, шт;Сухие смеси;2463,76;4
14.07.2008;Покрытие напольное пробковое ABERHOF Cork Стандарт 910х300х10.5, шт;Напольные покрытия;80663,04;108
14.07.2008;Покрытие напольное пробковое ABERHOF Cork Сэнд 910х300х10.5, шт;Напольные покрытия;61095,75;78
14.07.2008;Стяжка цем. ФАРВЕСТ "Ровнитель" СХ-22, 25 кг, шт.;Сухие смеси;371,8;1
14.07.2008;Шпат. смесь гипс. КНАУФ-ХП-Финиш, 25 кг, шт.;Сухие смеси;4030;11
14.07.2008;Штук. смесь гипс. КНАУФ-Гольдбанд, 30 кг, шт.;Сухие смеси;12783,73;16
14.07.2008;Штук. смесь гипс. КНАУФ-Ротбанд, 30 кг, шт.;Сухие смеси;7570,16;2
14.07.2008;Штук. смесь цем. КНАУФ-Унтерпутц УП 210 фасадная, 25 кг, шт.;Сухие смеси;3589,04;4
21.07.2008;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;63021,49;456
21.07.2008;Грунтовка BECKERS Metallprimer GRA серая, 3 л, шт;Грунтовка;160434,48;1548
21.07.2008;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;144049,83;1316
21.07.2008;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;123459,4;913
21.07.2008;Грунтовка вд ОПТИМИСТ укрывающая, для нар/внутр. работ, 7л, шт;Грунтовка;21744,28;253
21.07.2008;Грунтовка вд полимерная ESCARO AQUASTOP, 10 л, шт;Грунтовка;830144,3;6466
21.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP Prof 3 л, шт;Грунтовка;683826,79;6157
21.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;62109,31;608
21.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;274524,72;2520
21.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 береза дымчатая, шт;Напольные покрытия;15171,82;18
21.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 бук натуральный, шт;Напольные покрытия;8812,73;12
21.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 дуб натуральный, шт;Напольные покрытия;36288,11;60
21.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 кемпас, шт;Напольные покрытия;31915,14;42
21.07.2008;Затирка для швов цем. CERESIT CE 33 киви, 2 кг, шт;Сухие смеси;4161,04;4
21.07.2008;Затирка для швов цем. CERESIT CE 33 манхеттен, 2 кг, шт;Сухие смеси;1362,92;2
21.07.2008;Затирка для швов цем. CERESIT CE 33 натура, 2 кг, шт;Сухие смеси;623,48;1
21.07.2008;Затирка для швов цем. MAPEI Ultracolor Plus 144 шоколад, 2 кг, шт;Сухие смеси;1584,18;1
21.07.2008;Клей цем. CERESIT CM 11 плиточный, 25 кг, шт;Сухие смеси;1842,1;5
21.07.2008;Клей цем. КРЕПС "Базовый" плиточный, 25 кг, шт.;Сухие смеси;997,88;2
21.07.2008;Клей цем. КРЕПС "Плюс" плиточный для керамогранита и камня, 25 кг, шт.;Сухие смеси;898,04;1
21.07.2008;Клей цем. СТАРАТЕЛИ плиточный, 25 кг, шт;Сухие смеси;487,76;1
21.07.2008;Клей цем. ФАРВЕСТ "Строитель" С2Т-07 плиточный, 5 кг, шт.;Сухие смеси;2398,24;8
21.07.2008;Клей цем. ФАРВЕСТ "Термостойкий" С2ТЕ-21 плиточный, 25 кг, шт.;Сухие смеси;1350,44;2
21.07.2008;Ламинат ABERHOF Antique 32 кл 1292х192х8 дуб атлантик, шт;Напольные покрытия;33713,83;63
21.07.2008;Ламинат TARKETT Ethnic Jungle 31 кл 1292х192х8 тигровое дерево, шт;Напольные покрытия;6623,94;6
21.07.2008;Ламинат TARKETT Select 33 кл 1292х192х8.1 венге, шт;Напольные покрытия;8524,99;12
21.07.2008;Ламинат TARKETT Select 33 кл 1292х192х8.1 клен туманный, шт;Напольные покрытия;33102,91;42
21.07.2008;Ламинат TARKETT Villa 32 кл 1292х192х8 вишня, шт;Напольные покрытия;57282,75;78
21.07.2008;Ламинат TARKETT Villa 32 кл 1292х192х8 клен канадский, шт;Напольные покрытия;31578,17;48
21.07.2008;Наливной пол цем. ГЛИМС-S3Х, 40 кг, шт.;Сухие смеси;2299,44;8
21.07.2008;Наливной пол цем. СТАРАТЕЛИ Толстый 30-80 мм, 25 кг, шт;Сухие смеси;8327,8;10
21.07.2008;Покрытие напольное пробковое ABERHOF Cork Рустико Карамель 910х300х10.5, шт;Напольные покрытия;17625,46;24
21.07.2008;Покрытие напольное пробковое ABERHOF Cork Сэнд Крем 910х300х10.5, шт;Напольные покрытия;46252,22;60
21.07.2008;Шпат. смесь гипс DOGANER Saten Perdah Alcisi финишная, 30 кг, шт;Сухие смеси;1826,55;5
21.07.2008;Шпат. смесь гипс. Гипс-ГЛИМС финишная, 2.5 кг, шт.;Сухие смеси;1004,12;2
21.07.2008;Шпат. смесь гипс. КНАУФ-ХП-Финиш, 25 кг, шт.;Сухие смеси;1708,98;5
21.07.2008;Шпат. смесь гипс. СТАРАТЕЛИ Финишная, 12 кг, шт;Сухие смеси;1603,42;4
21.07.2008;Шпат. смесь гипс. ФАРВЕСТ GMBO-20, 3 кг, шт.;Сухие смеси;730,6;2
21.07.2008;Шпат. смесь гиспс. КНАУФ-Унифлот, 25 кг, шт.;Сухие смеси;754,52;2
21.07.2008;Шпат. смесь цем. ГЛИМС-100 финишная, 2.5 кг, шт.;Сухие смеси;2226,93;5
21.07.2008;Шпат. смесь цем. ГЛИМС-200 финишная фасадная, 15 кг, шт.;Сухие смеси;1908,92;2
21.07.2008;Шпат. смесь цем. СТАРАТЕЛИ Базовая, 20 кг, шт;Сухие смеси;1306,53;3
21.07.2008;Шпат. смесь цем. ФАРВЕСТ "Универсальная" CMEO-02, 20 кг, шт.;Сухие смеси;1354,08;2
21.07.2008;Штук. смесь гипс. АБС Сива, 30 кг, шт.;Сухие смеси;919,62;2
21.07.2008;Штук. смесь цем. КНАУФ-Грюнбанд легкая, 25 кг, шт.;Сухие смеси;3438,24;8
21.07.2008;Штук. смесь цем. КНАУФ-Диамант 260 декоративная, 25 кг, шт.;Сухие смеси;2398,24;8
28.07.2008;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;31006,79;223
28.07.2008;Грунтовка BECKERS Metallprimer GRA серая, 1 л, шт;Грунтовка;106151,46;1066
28.07.2008;Грунтовка BECKERS Metallprimer GRA серая, 3 л, шт;Грунтовка;161685,89;1572
28.07.2008;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;171629,26;1560
28.07.2008;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;241027,55;1728
28.07.2008;Грунтовка вд ОПТИМИСТ укрывающая, для нар/внутр. работ, 7л, шт;Грунтовка;143011,92;1670
28.07.2008;Грунтовка вд полимерная ESCARO AQUASTOP, 10 л, шт;Грунтовка;1672040,69;13226
28.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;48346,55;389
28.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP Prof 3 л, шт;Грунтовка;1374893,39;12376
28.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;122833,78;1248
28.07.2008;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;219463,23;2076
28.07.2008;Грунтовка полимерная КРЕПС Праймер, 10 кг, шт;Грунтовка;66303,91;792
28.07.2008;Доска паркетная ABERHOF Munchen Uniclic 1820х145х14 дуб красный, шт;Напольные покрытия;7718,45;12
28.07.2008;Доска паркетная TARKETT T-Lock 2272х192х14 вишня, шт;Напольные покрытия;33102,91;42
28.07.2008;Доска паркетная TARKETT T-Lock 2272х192х14 ясень коньяк, шт;Напольные покрытия;3686,36;6
28.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 береза дымчатая, шт;Напольные покрытия;14186,96;18
28.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 бук дымчатый, шт;Напольные покрытия;8812,73;12
28.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 дуб красный премиум, шт;Напольные покрытия;23644,93;30
28.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 кемпас, шт;Напольные покрытия;60994,69;78
28.07.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 ясень натуральный, шт;Напольные покрытия;17625,46;24
28.07.2008;Затирка для швов цем. CERESIT CE 33 киви, 2 кг, шт;Сухие смеси;3699,28;4
28.07.2008;Затирка для швов цем. CERESIT CE 33 крокус, 2 кг, шт;Сухие смеси;7204,6;10
28.07.2008;Затирка для швов цем. CERESIT CE 33 светло-коричневая, 2 кг, шт;Сухие смеси;6784,7;5
28.07.2008;Затирка для швов цем. MAPEI Ultracolor Plus 161 лилово-розовая, 2 кг, шт;Сухие смеси;5743,92;3
28.07.2008;Клей цем. CERESIT CM 11 плиточный, 25 кг, шт;Сухие смеси;1069,64;2
28.07.2008;Клей цем. ГЛИМС-96 плиточный, водостойкий, 5 кг, шт.;Сухие смеси;2081,04;4
28.07.2008;Клей цем. ФАРВЕСТ "Строитель" С2Т-07 плиточный, 5 кг, шт.;Сухие смеси;1798,68;6
28.07.2008;Ламинат ABERHOF Antique 32 кл 1292х192х8 дуб симфония, шт;Напольные покрытия;19007,93;36
28.07.2008;Ламинат ABERHOF City 33 кл 1292х192х8 дуб, шт;Напольные покрытия;4751,98;9
28.07.2008;Ламинат TARKETT Ethnic Jungle 31 кл 1292х192х8 тигровое дерево, шт;Напольные покрытия;-766,08;1
28.07.2008;Ламинат TARKETT Villa 32 кл 1292х192х8 вишня, шт;Напольные покрытия;20229,09;24
28.07.2008;Ламинат TARKETT Villa 32 кл 1292х192х8 клен канадский, шт;Напольные покрытия;33765,14;42
28.07.2008;Линолеум IVC Dynamite Bamboo 035 3м, кв.м;Напольные покрытия;3283,3;6
28.07.2008;Линолеум IVC Victory Apollo 91 3 м, кв.м;Напольные покрытия;9849,92;18
28.07.2008;Наливной пол цем. КРЕПС "СВ-пол" финишный, 25 кг, шт;Сухие смеси;384,54;1
28.07.2008;Наливной пол цем. СТАРАТЕЛИ Толстый 30-80 мм, 25 кг, шт;Сухие смеси;10126,48;13
28.07.2008;Наливной пол цем. СТАРАТЕЛИ быстротвердеющий, 25 кг, шт;Сухие смеси;1847,82;3
28.07.2008;Покрытие напольное пробковое ABERHOF Cork Рустико Карамель 910х300х10.5, шт;Напольные покрытия;22031,82;30
28.07.2008;Покрытие напольное пробковое ABERHOF Cork Сэнд Крем 910х300х10.5, шт;Напольные покрытия;4728,98;6
28.07.2008;Стяжка цем. ФАРВЕСТ "Ровнитель" СХ-22, 25 кг, шт.;Сухие смеси;2234,18;7
28.07.2008;Шпат. смесь гипс. КНАУФ-ХП-Финиш, 25 кг, шт.;Сухие смеси;42096,73;110
28.07.2008;Шпат. смесь гипс. СТАРАТЕЛИ Финишная, 12 кг, шт;Сухие смеси;974,48;2
28.07.2008;Шпат. смесь цем. ГЛИМС-100 финишная, 2.5 кг, шт.;Сухие смеси;599,3;1
28.07.2008;Шпат. смесь цем. ГЛИМС-200 финишная фасадная, 15 кг, шт.;Сухие смеси;10712,78;10
28.07.2008;Шпат. смесь цем. КРЕПС ВЛ финишная, серая, 20 кг, шт.;Сухие смеси;1974,96;4
28.07.2008;Шпат. смесь цем. ФАРВЕСТ "Универсальная" CMEO-02, 20 кг, шт.;Сухие смеси;7324,46;11
28.07.2008;Штук. смесь цем. КНАУФ-Зокельпутц, 25 кг, шт.;Сухие смеси;4443,66;9
28.07.2008;Штук. смесь цем. КНАУФ-Унтерпутц УП 210 фасадная, 25 кг, шт.;Сухие смеси;4914;5
04.08.2008;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;220935,02;1621
04.08.2008;Грунтовка BECKERS Metallprimer GRA серая, 1 л, шт;Грунтовка;26472,97;264
04.08.2008;Грунтовка BECKERS Metallprimer GRA серая, 3 л, шт;Грунтовка;329172;3096
04.08.2008;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;200741,65;1762
04.08.2008;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;226481,56;1560
04.08.2008;Грунтовка вд ОПТИМИСТ укрывающая, для нар/внутр. работ, 7л, шт;Грунтовка;199444,73;2251
04.08.2008;Грунтовка вд полимерная ESCARO AQUASTOP, 10 л, шт;Грунтовка;493271,34;3650
04.08.2008;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;104804,73;828
04.08.2008;Грунтовка вд полимерная ESКARO AQUASTOP Prof 3 л, шт;Грунтовка;892641,89;7721
04.08.2008;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;106527,24;1023
04.08.2008;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;333157,09;3036
04.08.2008;Грунтовка полимерная КРЕПС Праймер, 10 кг, шт;Грунтовка;4110,11;49
04.08.2008;Доска паркетная ABERHOF Munchen Uniclic 1820х145х14 дуб красный, шт;Напольные покрытия;20534,36;30
04.08.2008;Доска паркетная ABERHOF Munchen Uniclic 2525х190х14 ироко натуральный, шт;Напольные покрытия;8801,51;12
04.08.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 бук дымчатый, шт;Напольные покрытия;64656,82;90
04.08.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 бук натуральный, шт;Напольные покрытия;49345,29;66
04.08.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 дуб красный премиум, шт;Напольные покрытия;50031,15;66
04.08.2008;Доска паркетная UPOFLOOR Loc 2085х188х14 ясень натуральный, шт;Напольные покрытия;13184,37;18
04.08.2008;Ламинат ABERHOF Antique 32 кл 1292х192х8 дуб атлантик, шт;Напольные покрытия;57023,79;108
04.08.2008;Ламинат NEW WAY 8.3х197х1218  6335 Орех, 8шт/1.92кв.м./уп, шт;Напольные покрытия;3650,48;8
04.08.2008;Покрытие напольное пробковое ABERHOF Cork Рустико 910х300х10.5, шт;Напольные покрытия;57282,75;78
04.08.2008;Покрытие напольное пробковое ABERHOF Cork Рустико Карамель 910х300х10.5, шт;Напольные покрытия;54189,53;72
04.08.2008;Покрытие напольное пробковое ABERHOF Cork Сэнд 910х300х10.5, шт;Напольные покрытия;9411,86;12
04.08.2008;Покрытие напольное пробковое ABERHOF Cork Сэнд Крем 910х300х10.5, шт;Напольные покрытия;39553,12;54
05.08.2008;Затирка для швов цем. CERESIT CE 33 крокус, 2 кг, шт;Сухие смеси;5043,22;7
